"measure_1","measure_2","tau","networks"
"kpath","shapley_game2",0.4762,19
"entropy_variation_betweenness","flow_coefficient",0.476,13
"effective_size","gateway",0.476,19
"coreness","percolation",0.4759,19
"local_hindex","percolation",0.4759,19
"percolation","s_core",0.4759,19
"percolation","weighted_kshell",0.4759,19
"betweenness","coreness",0.4758,19
"collective_influence","distance_entropy",0.4758,19
"betweenness","local_hindex",0.4758,19
"betweenness","s_core",0.4758,19
"betweenness","weighted_kshell",0.4758,19
"load","local_volume_dimension",-0.4756,19
"gravity","voterank_plus",0.4748,19
"communicability_betweenness","voterank_plus",0.4747,19
"constraint","entropy_variation_degree",-0.4746,19
"local_dimension_fixed","voterank_plus",-0.4746,19
"comm_centrality","single_discount",0.4745,19
"entropy_variation_degree","ncvoterank",0.4744,19
"single_discount","subgraph",0.4742,19
"neighborhood_connectivity","transitivity",0.4741,18
"two_way_rw","within_module_z",0.4741,14
"delta_betweenness","local_entropy",-0.474,19
"communicability","within_module_z",0.4738,19
"coreness","load",0.4736,19
"load","local_hindex",0.4736,19
"load","s_core",0.4736,19
"load","weighted_kshell",0.4736,19
"gateway","nonbacktracking",0.4733,19
"closeness_vitality","shapley_game3",-0.4733,18
"community_mediator","single_discount",0.4733,19
"ego_betweenness","local_entropy",-0.473,19
"laplacian","second_order",-0.473,19
"laplacian","shapley_game2",0.4727,19
"gateway","hindex_strength",0.4726,19
"gateway","lobby",0.4726,19
"length_scaled_betweenness","local_entropy",-0.4726,19
"constraint","single_discount",-0.4723,19
"community_based","entropy_variation_degree",0.4722,19
"constraint","ncvoterank",-0.4717,19
"eigenvector","within_module_z",0.4717,19
"local_information_dimension","onion",0.4715,19
"laplacian","voterank_plus",0.4714,19
"kreach","weighted_h_index",0.4714,7
"shapley_game2","within_module_z",0.4713,19
"delta_betweenness","gateway",0.4709,19
"entropy_variation_betweenness","katz",0.4709,14
"bridging","heatmap",-0.4707,19
"flow_betweenness","kreach",0.4707,7
"bottleneck","transitivity",-0.4707,18
"s_shell","second_order",-0.4706,19
"authority","kreach",0.4705,7
"entropy_variation_betweenness","wvoterank",0.4701,14
"gateway","length_scaled_betweenness",0.4698,19
"kpath","voterank_plus",0.4698,19
"betweenness","local_entropy",-0.4694,19
"local_entropy","percolation",-0.4694,19
"hub","topological_coefficient",-0.4693,19
"comm_centrality","entropy_variation_betweenness",0.4692,14
"constraint","local_information_dimension",-0.4691,19
"authority","within_module_z",0.4691,19
"gateway","percolation",0.4689,19
"betweenness","gateway",0.4688,19
"constraint","shapley_game2",-0.4687,19
"hindex_strength","shapley_game2",0.4687,19
"lobby","shapley_game2",0.4687,19
"s_shell","wvoterank",0.4687,19
"diffusion","within_module_z",0.4684,19
"kpath","ncvoterank",0.4683,19
"local_efficiency","percolation",-0.4682,18
"communicability","kreach",0.4681,7
"betweenness","local_efficiency",-0.4681,18
"average_distance","eccentricity",0.4677,18
"barycenter","eccentricity",-0.4677,18
"closeness","eccentricity",-0.4677,18
"eccentricity","lin",-0.4677,18
"epc","local_information_dimension",0.4677,14
"eccentricity","radiality",-0.4677,18
"collective_influence","shapley_game2",0.4677,19
"entropy_variation_betweenness","two_way_rw",0.4677,14
"eccentricity","wiener",0.4677,18
"hub","within_module_z",0.4675,19
"epc","gateway",0.4674,14
"local_entropy","two_way_rw",-0.4672,14
"harary","shapley_game3",0.467,18
"community_hub_bridge","shapley_game2",0.4665,19
"ncvoterank","neighborhood_connectivity",-0.4664,19
"flow_coefficient","shapley_game1",0.4664,18
"hide_information","single_discount",-0.4663,19
"load","local_entropy",-0.4661,19
"community_mediator","voterank_plus",0.4661,19
"comm_centrality","local_information_dimension",0.4659,19
"gateway","load",0.4658,19
"load","local_efficiency",-0.4657,18
"laplacian","ncvoterank",0.4657,19
"eigenvector","single_discount",0.4657,19
"degree","kreach",0.4656,7
"expected_influence_1","kreach",0.4656,7
"katz","kreach",0.4656,7
"kreach","strength",0.4656,7
"fuzzy_local_dimension","voterank_plus",0.4651,19
"bottleneck","within_module_z",0.465,19
"nonbacktracking","within_module_z",0.465,19
"local_volume_dimension","voterank",-0.4649,19
"communicability","single_discount",0.4644,19
"eigenvector","kreach",0.4641,7
"effective_size","local_information_dimension",0.4641,19
"cross_clique","voterank_plus",0.4638,19
"community_mediator","ncvoterank",0.4637,19
"eccentricity","integration",-0.4635,18
"epc","kreach",0.4633,4
"kreach","pagerank",0.4629,7
"bottleneck","renewed_coreness",0.4628,19
"bottleneck","kreach",0.4627,7
"hide_information","ncvoterank",-0.4625,19
"authority","single_discount",0.4624,19
"entropy_variation_betweenness","renewed_coreness",0.4619,14
"hindex_strength","single_discount",0.4619,19
"lobby","single_discount",0.4619,19
"closeness_vitality","gateway",-0.4617,19
"communicability_betweenness","second_order",-0.4615,19
"infection","topological_coefficient",-0.4613,14
"expected_influence_2","within_module_z",0.4612,19
"ego_betweenness","gateway",0.4611,19
"degree","diversity",0.461,5
"diversity","expected_influence_1",0.461,5
"cross_clique","ncvoterank",0.461,19
"flow_betweenness","neighborhood_connectivity",-0.461,19
"diversity","strength",0.461,5
"constraint","lac",-0.4609,18
"constraint","redundancy",-0.4609,18
"bottleneck","onion",0.4608,19
"infection","within_module_z",0.4608,14
"flow_coefficient","leverage",0.4607,18
"length_scaled_betweenness","local_efficiency",-0.4607,18
"bottleneck","collective_influence",0.4602,19
"gateway","heatmap",-0.4601,19
"diversity","onion",0.4601,5
"entropy_variation_degree","single_discount",0.46,19
"clusterrank","local_efficiency",0.4597,18
"gateway","s_shell",0.4595,19
"nonbacktracking","single_discount",0.4585,19
"topological_coefficient","weighted_h_index",-0.4582,19
"bridging","constraint",-0.458,19
"infection","wvoterank",0.4575,14
"shapley_game3","stress",0.4571,18
"entropy_variation_betweenness","kpath",0.4568,14
"flow_betweenness","local_information_dimension",0.4568,19
"hindex_strength","kreach",0.4566,7
"kreach","lobby",0.4566,7
"hide_information","voterank_plus",-0.4565,19
"current_flow_betweenness","gateway",0.4564,19
"delta_betweenness","local_efficiency",-0.4564,18
"renewed_coreness","topological_coefficient",-0.4564,19
"heatmap","transitivity",0.4564,18
"distance_entropy","entropy_variation_degree",0.456,19
"expected","within_module_z",0.456,19
"dmnc","flow_coefficient",-0.4558,18
"closeness_vitality","single_discount",-0.4555,19
"communicability_betweenness","entropy_variation_betweenness",0.455,14
"entropy_variation_degree","harary",0.455,19
"neighborhood_connectivity","single_discount",-0.4548,19
"entropy_variation_betweenness","laplacian",0.4547,14
"flow_coefficient","neighborhood_connectivity",-0.4544,18
"heatmap","shapley_game3",-0.4541,18
"gravity","second_order",-0.4536,19
"coreness","local_information_dimension",0.4523,19
"local_hindex","local_information_dimension",0.4523,19
"local_information_dimension","s_core",0.4523,19
"local_information_dimension","weighted_kshell",0.4523,19
"entropy_variation_betweenness","fuzzy_local_dimension",0.4516,14
"communicability_betweenness","ncvoterank",0.4513,19
"cross_clique","entropy_variation_betweenness",0.4511,14
"gateway","node_contraction",0.4506,19
"katz","second_order",-0.4506,19
"diffusion","single_discount",0.4506,19
"current_flow_betweenness","local_information_dimension",0.4505,19
"neighborhood_connectivity","stress",-0.4501,19
"entropy_variation_betweenness","voterank",0.4501,14
"entropy_variation_betweenness","infection",0.4496,14
"diversity","node_contraction_improved",0.4496,3
"cross_clique","diversity",0.4494,5
"collective_influence","single_discount",0.4491,19
"gateway","hub",0.4485,19
"semilocal","within_module_z",0.4485,19
"renewed_coreness","second_order",-0.4484,19
"hide_information","second_order",0.4483,19
"local_efficiency","stress",-0.4482,18
"communicability_betweenness","shapley_game3",0.448,18
"diversity","infection",0.4469,3
"collective_influence","local_entropy",-0.4465,19
"degree","neighborhood_connectivity",-0.4465,19
"expected_influence_1","neighborhood_connectivity",-0.4465,19
"neighborhood_connectivity","strength",-0.4465,19
"coreness","wvoterank",0.4465,19
"local_hindex","wvoterank",0.4465,19
"s_core","wvoterank",0.4465,19
"weighted_kshell","wvoterank",0.4465,19
"gateway","local_volume_dimension",-0.4462,19
"epc","neighborhood_connectivity",-0.4461,14
"subgraph","voterank_plus",0.446,19
"diversity","epc",0.4458,3
"collective_influence","diversity",0.4455,5
"clusterrank","coreness",0.4454,18
"clusterrank","local_hindex",0.4454,18
"clusterrank","s_core",0.4454,18
"clusterrank","weighted_kshell",0.4454,18
"bottleneck","s_shell",0.4453,19
"diversity","fragmentation",0.445,3
"clusterrank","onion",0.445,18
"local_information_dimension","stress",0.4448,19
"comm_centrality","voterank_plus",0.4448,19
"closeness_vitality","ncvoterank",-0.4446,19
"onion","second_order",-0.4445,19
"community_hub_bridge","ncvoterank",0.4444,19
"gateway","mnc",0.4443,18
"closeness_vitality","within_module_z",-0.4443,19
"lac","wvoterank",0.4443,18
"redundancy","wvoterank",0.4443,18
"onion","shapley_game2",0.4441,19
"comm_centrality","ncvoterank",0.444,19
"entropy_variation_betweenness","voterank_plus",0.444,14
"bottleneck","bridging",0.4438,19
"hindex_strength","second_order",-0.4438,19
"lobby","second_order",-0.4438,19
"entropy_variation_degree","local_dimension",-0.4435,19
"centroid","diversity",0.4433,5
"expected_influence_2","single_discount",0.4433,19
"closeness_vitality","entropy",-0.4431,5
"distance_entropy","local_dimension_fixed",-0.4431,19
"eccentricity","fragmentation",-0.4426,13
"weighted_h_index","within_module_z",0.4426,19
"s_shell","topological_coefficient",-0.4421,19
"closeness_vitality","entropy_variation_betweenness",-0.442,14
"shapley_game2","subgraph",0.4419,19
"community_mediator","shapley_game3",0.4417,18
"collective_influence","voterank_plus",0.4417,19
"eccentricity","stress",-0.4413,18
"closeness_vitality","voterank_plus",-0.4413,19
"s_shell","voterank",0.4411,19
"leverage","local_information_dimension",0.4409,19
"onion","single_discount",0.4408,19
"kreach","second_order",-0.4407,7
"local_volume_dimension","within_module_z",-0.4406,19
"entropy","fragmentation",-0.4403,3
"effective_size","lac",0.4403,18
"effective_size","redundancy",0.4403,18
"communicability_betweenness","shapley_game2",0.4403,19
"bottleneck","local_entropy",-0.44,19
"entropy_variation_betweenness","onion",0.44,14
"entropy_variation_betweenness","transitivity",-0.44,13
"constraint","diversity",-0.4398,5
"diversity","heatmap",-0.4397,5
"infection","local_information_dimension",0.4397,14
"average_distance","participation",-0.4392,19
"barycenter","participation",0.4392,19
"closeness","participation",0.4392,19
"lin","participation",0.4392,19
"participation","radiality",0.4392,19
"participation","wiener",-0.4392,19
"collective_influence","lac",0.439,18
"collective_influence","redundancy",0.439,18
"diversity","topological_coefficient",-0.439,5
"renewed_coreness","wvoterank",0.4387,19
"gateway","pagerank",0.4384,19
"hindex_strength","voterank_plus",0.4383,19
"lobby","voterank_plus",0.4383,19
"shapley_game1","transitivity",-0.4382,18
"gateway","local_bridging",-0.4381,19
"community_hub_bridge","voterank_plus",0.4381,19
"markov","second_order",-0.4377,19
"nonbacktracking","shapley_game2",0.4377,19
"community_mediator","second_order",-0.4376,19
"clusterrank","local_entropy",-0.4375,18
"expected","single_discount",0.4371,19
"gateway","infection",0.437,14
"random_walk","second_order",-0.4368,19
"communicability","voterank_plus",0.4368,19
"ncvoterank","subgraph",0.4367,19
"local_entropy","shapley_game1",-0.4365,19
"infection","voterank",0.4365,14
"entropy_variation_degree","flow_coefficient",0.4364,18
"delta_closeness","entropy_variation_degree",0.4361,19
"diversity","flow_betweenness",0.4361,5
"entropy_variation_degree","gilschmidt",0.4361,19
"distance_entropy","infection",0.4358,14
"lac","local_information_dimension",0.4357,18
"local_information_dimension","redundancy",0.4357,18
"entropy_variation_degree","harmonic",0.4356,19
"entropy_variation_degree","reaching_local",0.4356,19
"s_shell","within_module_z",0.4354,19
"average_distance","second_order",0.4353,19
"barycenter","second_order",-0.4353,19
"closeness","second_order",-0.4353,19
"lin","second_order",-0.4353,19
"radiality","second_order",-0.4353,19
"second_order","wiener",0.4353,19
"bridging","fragmentation",0.4348,14
"gateway","onion",0.4343,19
"information","second_order",-0.434,19
"fragmentation","participation",0.4335,14
"communicability","ncvoterank",0.4332,19
"node_contraction_improved","shapley_game3",0.4329,13
"second_order","spanning_tree",-0.4329,19
"hindex_strength","ncvoterank",0.4327,19
"lobby","ncvoterank",0.4327,19
"clusterrank","cross_clique",0.4324,18
"distance_entropy","leverage",0.4324,19
"diversity","local_bridging",-0.4324,5
"comm_centrality","diversity",0.4323,5
"community_based","diversity",0.4322,5
"eigenvector","shapley_game2",0.4322,19
"fuzzy_local_dimension","gateway",0.4317,19
"current_flow_closeness","second_order",-0.4315,19
"communicability","shapley_game2",0.4313,19
"integration","participation",0.4312,19
"eigenvector","voterank_plus",0.4312,19
"diversity","gravity",0.4311,5
"community_based","kreach",0.4307,7
"diversity","node_contraction",0.4307,5
"dangalchev","entropy_variation_degree",0.4304,19
"decay","entropy_variation_degree",0.4304,19
"entropy_variation_degree","generalized_closeness",0.4304,19
"bottleneck","local_information_dimension",0.4304,19
"entropy_variation_degree","residual_closeness",0.4304,19
"entropy_variation_betweenness","subgraph",0.4303,14
"diversity","random_walk",0.4301,5
"entropy_variation_degree","random_walk",0.43,19
"current_flow_closeness","entropy_variation_degree",0.4298,19
"eigenvector","ncvoterank",0.4298,19
"diversity","information",0.4297,5
"entropy_variation_degree","information",0.4296,19
"entropy_variation_degree","spanning_tree",0.4295,19
"degree","distance_entropy",0.4293,19
"distance_entropy","expected_influence_1",0.4293,19
"distance_entropy","strength",0.4293,19
"local_entropy","wvoterank",-0.4293,19
"semilocal","shapley_game3",0.4291,18
"semilocal","single_discount",0.429,19
"dmnc","lac",0.4289,18
"dmnc","redundancy",0.4289,18
"flow_coefficient","fragmentation",0.4287,13
"bottleneck","infection",0.4287,14
"diversity","markov",0.4287,5
"entropy_variation_degree","mnc",0.4287,18
"authority","shapley_game2",0.4287,19
"hub","shapley_game2",0.4287,19
"diffusion","shapley_game3",0.4286,18
"local_efficiency","neighborhood_connectivity",0.4285,18
"hide_information","participation",-0.4283,19
"integration","second_order",-0.4283,19
"expected_influence_2","shapley_game3",0.4283,18
"local_entropy","shapley_game3",-0.4283,18
"diversity","spanning_tree",0.4283,5
"authority","voterank_plus",0.428,19
"kreach","subgraph",0.4277,7
"expected","shapley_game3",0.4276,18
"betweenness","entropy",-0.4275,5
"entropy","load",-0.4275,5
"entropy","percolation",-0.4275,5
"current_flow_betweenness","diversity",0.4274,5
"entropy_variation_betweenness","nonbacktracking",0.4274,14
"diversity","fuzzy_local_dimension",0.4273,5
"flow_betweenness","gateway",0.4268,19
"current_flow_closeness","diversity",0.4267,5
"authority","ncvoterank",0.4265,19
"coreness","topological_coefficient",-0.4263,19
"local_hindex","topological_coefficient",-0.4263,19
"s_core","topological_coefficient",-0.4263,19
"topological_coefficient","weighted_kshell",-0.4263,19
