config_1,config_2,networks,mean_tau_b,mean_abs_tau_b,median_tau_b,min_tau_b,max_tau_b,min_abs_tau_b,mean_spearman,mean_pearson,domain_balanced_tau_b,mean_tau_without_kite,networks_abs_tau_ge_099,mean_raw_tie_sensitivity,max_raw_tie_sensitivity
bridging,enrenew,19,0.2737293299814847,0.2855738427540423,0.235702260395516,-0.112522871339297,0.612279442789472,0.0282828859971735,0.35292645823310964,0.17843621523702713,0.249222296270958,0.27584194495848297,0,9.678115901726327e-05,0.001520232846771996
entropy_variation_betweenness,gateway,14,0.27363815599447,0.27363815599447,0.2814177814177815,0.117647058823529,0.400611620795107,0.117647058823529,0.37804773350459664,0.20867838338636513,0.25633652693535675,0.27699325621603554,0,0.0014316241446468583,0.020042738025056017
extended_local_bridging,ncvoterank,14,0.27354546429719434,0.298942341519146,0.2954677220763615,-0.177778140553662,0.635828652127529,0.0887636123889547,0.3761970281780305,0.2059064633739997,0.1776552859478235,0.26920410273899986,0,0.0019521454562075008,0.02733003638690501
extended_local_bridging,renewed_coreness,14,0.27336607629094095,0.2831779826076393,0.2403058010699295,-0.0686833442168888,0.539563742534712,0.0686833442168888,0.3223483721584724,0.11032122239489363,0.29603170397672174,0.25288933273372777,0,0.00047290462529699296,0.006620664754157901
neighborhood_connectivity,onion,19,-0.2733600239110653,0.38363955454656773,-0.357644779521639,-0.67189652195448,0.553377548143838,0.0105999788000636,-0.33244846643423487,-0.29593044469501756,-0.005437290231453395,-0.2999464513737373,0,0.0,0.0
mnc,transitivity,13,-0.2733225462681969,0.3019829033732837,-0.304641716781173,-0.634877637855432,0.109031986318449,0.0772603348646152,-0.2956138981354499,-0.39183192792960314,-0.2744665823465697,-0.2733225462681969,0,0.0005664710216066118,0.0018289388966999942
fuzzy_local_dimension,transitivity,13,-0.273265335255618,0.273265335255618,-0.26671794378793,-0.634877637855432,-0.0225141109196955,0.0225141109196955,-0.320565411905425,-0.32126344183376354,-0.25921962314596164,-0.273265335255618,0,0.009543031269599205,0.029807928543870932
bridging,expected_influence_2,19,0.27323816364775033,0.28704319086326224,0.306441311801128,-0.131147758547363,0.618365847071851,0.0454863986437304,0.3387206346153489,0.21181359064386435,0.30289531135474385,0.2775747274843083,0,2.8651761146791215e-05,0.00043056779395200806
neighborhood_connectivity,spectralrank,19,-0.2730750535243858,0.37343465712783735,-0.347766405159704,-0.677888492218813,0.488125378133541,0.0975900072948533,-0.31516043141689365,-0.34550121933516187,-0.002043762813750231,-0.2936675569032325,0,0.0004291494505808431,0.003309103136647007
bridging,clusterrank,13,-0.2721963450582937,0.27245556360663653,-0.288858595137383,-0.645989703712603,0.00168492056422848,0.00168492056422848,-0.37035129612862694,-0.4188615797701094,-0.1431740540335221,-0.2721963450582937,0,0.00013853803250777,0.00180099442260101
modularity_vitality,stress,19,-0.27180223600334563,0.27180223600334563,-0.281580215892912,-0.434069929338748,-0.100006173411124,0.100006173411124,-0.3759196206437496,-0.686894162659257,-0.3117278720101301,-0.2685699621949914,0,0.0,0.0
extended_local_bridging,x_degree,14,0.2717764855705663,0.2899583037523844,0.29739558959727896,-0.127272727272727,0.614996005943394,0.0283400809716599,0.3273233963769022,0.22497653179296676,0.2315981301416923,0.2793860091210961,0,0.00015149800690035718,0.0021209720966050005
bridging_capital,clusterrank,10,0.2717083872273856,0.2717083872273856,0.2764918384439715,0.157106150840155,0.447272727272727,0.157106150840155,0.3718380182687399,0.1115251759416951,0.2717083872273856,0.2717083872273856,0,0.00013607079449179938,0.0013607079449179937
average_distance,katz,19,0.2716188438495752,0.7284481897171137,0.724447819681766,-0.741645600740017,0.953724573506233,0.206559936639514,0.30640554813994586,0.29394331974854343,-0.07579493946667039,0.32553355208745305,0,0.001923994855786093,0.008173917499392003
barycenter,katz,19,-0.2716188438495752,0.7284481897171137,-0.724447819681766,-0.953724573506233,0.741645600740017,0.206559936639514,-0.30640554813994586,-0.2655161633255652,0.07579493946667039,-0.32553355208745305,0,0.001923994855786093,0.008173917499392003
closeness,katz,19,-0.2716188438495752,0.7284481897171137,-0.724447819681766,-0.953724573506233,0.741645600740017,0.206559936639514,-0.30640554813994586,-0.2655161633255652,0.07579493946667039,-0.32553355208745305,0,0.001923994855786093,0.008173917499392003
integration,katz,19,-0.2716188438495752,0.7284481897171137,-0.724447819681766,-0.953724573506233,0.741645600740017,0.206559936639514,-0.30640554813994586,-0.29394331974854343,0.07579493946667039,-0.32553355208745305,0,0.016443271495988777,0.06112457242469793
katz,lin,19,-0.2716188438495752,0.7284481897171137,-0.724447819681766,-0.953724573506233,0.741645600740017,0.206559936639514,-0.30640554813994586,-0.2655161633255652,0.07579493946667039,-0.32553355208745305,0,0.001923994855786093,0.008173917499392003
katz,radiality,19,-0.2716188438495752,0.7284481897171137,-0.724447819681766,-0.953724573506233,0.741645600740017,0.206559936639514,-0.30640554813994586,-0.2939433197485435,0.07579493946667039,-0.32553355208745305,0,0.001923994855786093,0.008173917499392003
katz,wiener,19,0.2716188438495752,0.7284481897171137,0.724447819681766,-0.741645600740017,0.953724573506233,0.206559936639514,0.30640554813994586,0.29394331974854354,-0.07579493946667039,0.32553355208745305,0,0.001923994855786093,0.008173917499392003
enrenew,volume,18,0.2715974572222847,0.2715974572222847,0.2576411915904745,0.046179728777448,0.506148800602705,0.046179728777448,0.3614697104547392,0.254238149834454,0.3473285200886806,0.27253524904227455,0,0.0,0.0
coreness,modularity_vitality,19,-0.2715293531950739,0.3010903316161954,-0.3338455330196,-0.608038078054138,0.200731263865498,0.0292884755489972,-0.3492743835772922,-0.33589815777940185,-0.32105994992112685,-0.2538039628974558,0,0.0,0.0
local_hindex,modularity_vitality,19,-0.2715293531950739,0.3010903316161954,-0.3338455330196,-0.608038078054138,0.200731263865498,0.0292884755489972,-0.3492743835772922,-0.33589815777940185,-0.32105994992112685,-0.2538039628974558,0,0.0,0.0
modularity_vitality,s_core,19,-0.2715293531950739,0.3010903316161954,-0.3338455330196,-0.608038078054138,0.200731263865498,0.0292884755489972,-0.3492743835772922,-0.33589815777940185,-0.32105994992112685,-0.2538039628974558,0,0.0,0.0
modularity_vitality,weighted_kshell,19,-0.2715293531950739,0.3010903316161954,-0.3338455330196,-0.608038078054138,0.200731263865498,0.0292884755489972,-0.3492743835772922,-0.33589815777940185,-0.32105994992112685,-0.2538039628974558,0,0.0,0.0
bridging,expected,19,0.2714554685043504,0.2842271431846486,0.298850662453783,-0.121330909462833,0.617201552118719,0.0392571178685892,0.3351100231252504,0.20950245437217654,0.3027549785697137,0.2756929937218306,0,2.8431068387738268e-05,0.0004282370241570077
community_hub_bridge,eccentricity,18,-0.27144105703899446,0.28021194256426274,-0.27128905688023697,-0.646936461883457,0.0495896061832268,0.023159982009333,-0.32505973252526443,-0.3196813863443157,-0.25964057220847986,-0.289134552367417,0,0.0,0.0
extended_gravity,neighborhood_connectivity,19,-0.2711983498938692,0.3685629315181727,-0.334020697445882,-0.668707158238423,0.490146601231403,0.0780720058358827,-0.31039753591669555,-0.33002348088329747,-0.0024369334945791663,-0.29168659195990937,0,1.4503738842841945e-05,0.0001587546234920051
degree_discount,wvoterank,19,0.2711802558212326,0.2743683335424173,0.263157894736842,-0.0222222222222222,0.695652173913043,0.00806451612903226,0.36593793602394264,0.36593793602394264,0.129847304864008,0.28748039349031346,0,0.0,0.0
flow_coefficient,mcgm,18,0.27099321043160524,0.27550374689597124,0.2701849794847885,-0.0405948281792936,0.561972118139825,0.03003666711448,0.32358696230069345,0.39694607895774425,0.27414148587747156,0.2783231045192126,0,0.0007190506787248013,0.004963654704970011
katz,local_volume_dimension,19,0.270992593892842,0.7691059971951206,0.671604938271605,-1.0,0.964588218065321,0.290502793296089,0.31457642952901993,0.31233618216133946,-0.09217310914876982,0.34160329355355545,1,0.002210952891566683,0.011696308796474986
gateway,single_discount,19,0.2708967686399595,0.278552286654232,0.288888888888889,-0.0727274211355889,0.457479973000561,0.0727274211355889,0.3773323838544171,0.35414431880959985,0.244468298372495,0.26989720640390785,0,0.0,0.0
hide_information,katz,19,0.2708226120347899,0.7249278106005954,0.677148846960168,-0.838056680161943,0.955555555555556,0.329025517800095,0.3197491147991902,0.2812576548830994,-0.0858401213018047,0.33084185767693436,0,0.004114723057250834,0.05085300123549996
diffusion_centrality,katz,19,-0.27072913784897384,0.8747565051088174,-0.848983543078412,-0.998180162277149,1.0,0.361445788642622,-0.32068651822286565,-0.32424266017395204,0.11975172434133498,-0.3413252010628057,2,0.002434609680340848,0.011696308796474986
global_structure,transitivity,13,-0.27024141961709147,0.27024141961709147,-0.259125813353643,-0.570954327650919,-0.0487805736593402,0.0487805736593402,-0.31377128697342405,-0.3614094623586092,-0.22624329460516784,-0.27024141961709147,0,0.001453331026222711,0.011609380667457203
eccentricity,truss,17,-0.2695977615129818,0.3180773012022094,-0.255250158346308,-0.726710255082502,0.321028941562051,0.0210891725473326,-0.29027306074759884,-0.29862273995455146,-0.19666055794352572,-0.3065119304551714,0,0.0,0.0
extended_gravity,extended_local_bridging,14,0.2695834836427854,0.30256734188980156,0.3044443020103895,-0.141818181818182,0.62962962962963,0.0890688259109312,0.32989874420170207,0.19016503274948568,0.19626843845777575,0.27530682741609913,0,0.00019823845877685716,0.0023949375049549804
entropy,gateway,5,-0.2694197661577946,0.2694197661577946,-0.208716169705684,-0.643645763651951,-0.108465228909328,0.108465228909328,-0.3279491857688716,-0.23318542400184303,-0.22936265740518125,-0.3096584004699113,0,0.0,0.0
bridging,mnc,18,0.2690624190377927,0.28909978014379495,0.28752975386102453,-0.18033624995402,0.718621745772771,0.0,0.312622775299819,0.19391893601451435,0.28047304923047256,0.27472181548627006,0,2.6393883175058876e-05,0.00036998267437904353
volume,voterank,18,0.26891966600882655,0.2916246840278259,0.3127073222779145,-0.105553665777024,0.606128125356204,0.00527309997640277,0.35403939840345355,0.267346705478052,0.3464317286480084,0.27571535237584727,0,0.0,0.0
bridging,x_degree,19,0.2687520323841717,0.27908696061383675,0.295332909702553,-0.0981818181818182,0.614996005943394,0.0356394129979036,0.3270793811780116,0.24184472566889142,0.2997286856886513,0.27407977421586577,0,2.958516046784233e-05,0.0004461539584389995
average_distance,rumor,19,-0.2685359430767685,0.36868093234230354,-0.340635957222698,-0.84726867383911,0.261052760650004,0.0196477305222526,-0.34349189734289,-0.6568561770205117,-0.5089475043674961,-0.23638412470108283,0,0.00030905075725401975,0.003542300511259977
barycenter,rumor,19,0.2685359430767685,0.36868093234230354,0.340635957222698,-0.261052760650004,0.84726867383911,0.0196477305222526,0.34349189734289,0.7147900259159042,0.5089475043674961,0.23638412470108283,0,0.00030905075725401975,0.003542300511259977
closeness,rumor,19,0.2685359430767685,0.36868093234230354,0.340635957222698,-0.261052760650004,0.84726867383911,0.0196477305222526,0.34349189734289,0.7147900259159042,0.5089475043674961,0.23638412470108283,0,0.00030905075725401975,0.003542300511259977
integration,rumor,19,0.2685359430767685,0.36868093234230354,0.340635957222698,-0.261052760650004,0.84726867383911,0.0196477305222526,0.34349189734289,0.6568561770205118,0.5089475043674961,0.23638412470108283,0,0.005263178718530356,0.03212537669857901
lin,rumor,19,0.2685359430767685,0.36868093234230354,0.340635957222698,-0.261052760650004,0.84726867383911,0.0196477305222526,0.34349189734289,0.7147900259159042,0.5089475043674961,0.23638412470108283,0,0.00030905075725401975,0.003542300511259977
radiality,rumor,19,0.2685359430767685,0.36868093234230354,0.340635957222698,-0.261052760650004,0.84726867383911,0.0196477305222526,0.34349189734289,0.6568561770205118,0.5089475043674961,0.23638412470108283,0,0.00030905075725401975,0.003542300511259977
rumor,wiener,19,-0.2685359430767685,0.36868093234230354,-0.340635957222698,-0.84726867383911,0.261052760650004,0.0196477305222526,-0.34349189734289,-0.6568561770205118,-0.5089475043674961,-0.23638412470108283,0,0.00030905075725401975,0.003542300511259977
katz,mcgm,19,-0.26845150749487456,0.8688103243533007,-0.816911250873515,-0.992727272727273,1.0,0.379888268156425,-0.3180295658242659,-0.3049108149172899,0.11807764820928074,-0.33892103568903426,2,0.005896627056174854,0.06794106939035305
katz,spectralrank,19,-0.2681472019261507,0.8919572376514687,-0.850919651500484,-1.0,1.0,0.372905027932961,-0.3211990871037664,-0.32580850856802557,0.1276732435108972,-0.3385998242553813,5,0.0060187313463705835,0.06794106939035305
dynamics_sensitive,extended_local_bridging,14,0.26806207297817075,0.30230993038392295,0.298609180717778,-0.170909090909091,0.62962962962963,0.0688259109311741,0.3296492863361361,0.1912384266269182,0.2060623506517339,0.2736683851618988,0,0.00017106696463964146,0.0023949375049549804
adaptive_leaderrank,katz,19,-0.26804988010641767,0.8372396403435504,-0.809507214775525,-0.963636363636363,1.0,0.315827569569746,-0.31706580284799,-0.3185680389150156,0.12411095432401562,-0.33849709566788533,1,0.008110947580518002,0.06794106939035305
communicability_betweenness,entropy,5,-0.2679420470465408,0.2679420470465408,-0.245395554365171,-0.583633588958073,-0.037424059428256,0.037424059428256,-0.3136503422633514,-0.49017584333824,-0.23129891589277052,-0.325571543951112,0,0.001409518512841121,0.0028599293288379957
degree_discount,within_module_z,17,0.2678848705577166,0.26887952719991065,0.241431702046804,-0.00845458145864941,0.552656166347529,0.00845458145864941,0.3824701048605148,0.44504576849323363,0.17322554923116348,0.2678848705577166,0,0.0,0.0
entropy_variation_degree,lac,18,0.2677938090464781,0.35218860720384476,0.352684116005696,-0.42980119129594,0.600519490329547,0.058186758014466,0.36530222869217027,0.2675285883770252,0.03540568803564666,0.30882880906662036,0,0.0008169369905710538,0.013977936898936005
entropy_variation_degree,redundancy,18,0.2677938090464781,0.35218860720384476,0.352684116005696,-0.42980119129594,0.600519490329547,0.058186758014466,0.36530222869217027,0.2675285883770252,0.03540568803564666,0.30882880906662036,0,0.0008169369905710538,0.013977936898936005
gravity,transitivity,13,-0.2676850485547509,0.2676850485547509,-0.266425132039661,-0.567514843749408,-0.09487057861579,0.09487057861579,-0.3122889200453406,-0.346291943901958,-0.20391009914844369,-0.2676850485547509,0,0.0008623363411179073,0.003927164032971706
shapley_game1,shapley_game3,18,0.2676827011144219,0.2827390090336423,0.267400505992953,-0.0684455177152983,0.573904334215159,0.0562519312602474,0.357117839735544,0.294237876581973,0.36219763379013514,0.274088928403065,0,0.002307439172978501,0.01610893399847002
cross_clique,modularity_vitality,19,-0.2674801249021874,0.2707191292949747,-0.294634930010268,-0.828078671210825,0.0307705417314795,0.0074217761923733,-0.36059381368243537,-0.5938110289456151,-0.32993102648732153,-0.2363357612183742,0,0.0,0.0
extended_local_bridging,spectralrank,14,0.2670763054089557,0.3034020848926299,0.30013940304784303,-0.185454545454545,0.62962962962963,0.0688259109311741,0.3280360476678155,0.19007766468623583,0.20414048238512877,0.2726067893181287,0,0.0025401724489654298,0.032212945576804985
extended_coreness,extended_local_bridging,14,0.2670553001200443,0.2885106116256164,0.30126260480773903,-0.150187180539005,0.609427609427609,0.0202429149797571,0.32798741558101885,0.1776488706978377,0.22475240774061883,0.27258416823776255,0,0.00017106696463964146,0.0023949375049549804
dynamics_sensitive,katz,19,-0.2668898049906495,0.8916494528079029,-0.850919651500484,-0.992727272727273,1.0,0.366620111731844,-0.32080447611788926,-0.325929450144715,0.12616184679995826,-0.3372725719345745,4,0.0024791211399373273,0.011696308796474986
modularity_vitality,shapley_game3,18,-0.2667517173340111,0.27751498855675155,-0.346991851209636,-0.460178993308422,0.096869441004664,0.0172499843271133,-0.3466732961355138,-0.3469763552449965,-0.3575530773800172,-0.25537364227669285,0,0.00301025532903725,0.018547050228784
entropy,entropy_variation_betweenness,3,-0.2667432868760949,0.2667432868760949,-0.156584621427776,-0.636209010280352,-0.00743622892015671,0.00743622892015671,-0.31089895640717347,-0.39547472382899695,-0.3591097177271592,-0.08201042517396635,0,0.0024804323477796895,0.007441297043339068
flow_coefficient,improved_global_structure,18,0.26667287731952644,0.272003511322868,0.2651150270776955,-0.0479757060300742,0.559026633614461,0.042051333960272,0.31940462569235145,0.3961476509152308,0.282676580141191,0.2737486341652468,0,0.0,0.0
extended_local_bridging,two_way_rw,14,0.26665513624110715,0.29605335008798395,0.2654105000602045,-0.136808989907214,0.577056595943609,0.0246932399162397,0.3557756808414267,0.17929636243272992,0.1335764723906318,0.2890665497916723,0,2.1642572414335712e-05,0.0003029960138007
eccentricity,voterank,18,-0.26660108878992866,0.2920283693526564,-0.3133245996763045,-0.557305529465278,0.121416698777453,0.0160436983703963,-0.3237843645449349,-0.3177283137501351,-0.3052028273163595,-0.27384563356361197,0,0.0,0.0
localized_bridging,participation,19,0.2664516117645745,0.3183755356850166,0.237322226267284,-0.33634192549481,0.716103957570952,0.018527345183455,0.33516175327657044,0.21518897856817704,0.47642571646140497,0.2414709258864424,0,0.0014227522925881096,0.015603359502219027
epc,modularity_vitality,14,-0.265922343024691,0.265922343024691,-0.2241902927538045,-0.822222222222222,0.0,0.0,-0.34881768805100505,-0.2897572828817539,-0.4180795031936815,-0.2231300446248809,0,0.0,0.0
local_efficiency,voterank,18,-0.26584554299148305,0.2902960161351518,-0.2725358902702265,-0.619526996013686,0.220054258293019,0.0232810098589859,-0.33633615909942055,-0.15771044995787725,-0.18574635899518002,-0.28011404494045344,0,8.315400092900111e-05,0.000986372353566023
eccentricity,voterank_plus,18,-0.2656233269753065,0.29709628935248694,-0.29366489648650895,-0.634555800876306,0.145796264246775,0.0160436983703963,-0.32123426792035586,-0.32140819767050355,-0.33226472154839887,-0.24918431414904305,0,0.0,0.0
global_structure,katz,19,-0.26557251330748616,0.8274222054233117,-0.795662080891099,-0.985454545454545,1.0,0.320530726256983,-0.3139777061249622,-0.3200157251401297,0.11494849386754304,-0.33588209738012426,1,0.0032048327834612545,0.019661454925773092
gravity,katz,19,-0.26545403147293695,0.8284779876581122,-0.801679350061258,-0.978181818181818,1.0,0.30377094972067,-0.31612208145145676,-0.3302772387716437,0.12505053495679555,-0.33575703322143347,1,0.0022057654584061756,0.011696308796474986
extended_mixed_gravity,flow_coefficient,18,0.26525040667605176,0.26525040667605176,0.2516807102029395,0.03003666711448,0.561972118139825,0.03003666711448,0.31544672279133257,0.36693446117786965,0.2601495321071222,0.2722424887780383,0,0.00029912382517160996,0.004963654704970011
cda,extended_local_bridging,14,0.26513732351540936,0.29163083000891576,0.300025058888388,-0.185454545454545,0.622895622895623,0.00814679158002608,0.33044611008913344,0.18525006416628573,0.2235496126850921,0.2705186549712326,0,0.00017106696463964146,0.0023949375049549804
entropy,godfather,5,-0.26472471969717104,0.28046250920446375,-0.247343924650213,-0.507392164415887,0.0393444737682317,0.0393444737682317,-0.2928923691706991,-0.5382074338724027,-0.2365638884882013,-0.3407420180635217,0,0.0,0.0
expected_force,transitivity,13,-0.26450343117314173,0.26620671067716806,-0.266425132039661,-0.572220849777633,0.011071316776171,0.011071316776171,-0.30742788993907993,-0.2981294023118404,-0.2497367179937737,-0.26450343117314173,0,0.000770754127389339,0.004488336222084999
enrenew,participation,19,0.2644922201646566,0.2644922201646566,0.254202241637513,0.116259384630185,0.550099287876534,0.116259384630185,0.3592610992718707,0.3280976238029128,0.24052416591540068,0.2649589485933128,0,0.0003584690628891604,0.002631639282173026
bridging,shapley_game2,19,0.26447240131463085,0.3318441910409677,0.28944820909971,-0.6400320024002,0.722830922054016,0.0,0.34504440846643747,0.24223680823556026,0.15055688262245293,0.27916531249877696,0,0.00024708008839350416,0.0045704958664319895
access_information,geodesic_kpath,19,-0.26444879853847253,0.309278254956272,-0.329945058991056,-0.623879466904938,0.166738801128675,0.00304417176651482,-0.35091267114280117,-0.3361374063324608,-0.11914782665770908,-0.2866017221982523,0,2.7761072556835223e-06,5.274603785798693e-05
local_efficiency,wvoterank,18,-0.2644271146476534,0.28887758779132217,-0.287717439031799,-0.629767111650275,0.220054258293019,0.0640447477109046,-0.34080756360032094,-0.154960505117139,-0.19489883026293697,-0.2758732372988708,0,8.637508988011226e-05,0.0009869457703780005
eccentricity,flow_coefficient,17,-0.2642720493899753,0.27108380880448496,-0.248826835384551,-0.760725774312731,0.0578999550233324,0.0419016846847158,-0.31272024695624656,-0.29539172040552103,-0.4196109383193352,-0.23324369158230304,0,0.0,0.0
bridging,cda,19,0.2640996339267378,0.28055896407027847,0.284436778395975,-0.156363636363636,0.622895622895623,0.0426275331935709,0.33227022885745927,0.2050726229618519,0.29542336747592335,0.267928501667684,0,2.990115106894567e-05,0.0004578435818050064
distance_entropy,fuzzy_local_dimension,19,0.26400369693504094,0.31365481464573397,0.254358396591011,-0.400500939457407,0.700321412107913,0.00421352054847601,0.2749662349430689,0.15920194453816508,0.1142988102454622,0.3009206211790658,0,0.0035487618921323325,0.012213813205037005
flow_coefficient,support,18,0.26390040230706574,0.29360691338410005,0.2929907822475345,-0.109031986318449,0.634877637855432,0.0772603348646152,0.28988491299925645,0.347238455113938,0.2608360817843398,0.27216123776152845,0,0.0,0.0
comm_centrality,modularity_vitality,19,-0.2638962947502494,0.27031477998773334,-0.234862780680041,-0.822222222222222,0.0609756097560976,0.0556688187833339,-0.38021873847299326,-0.630368312648229,-0.375894742174232,-0.23287818766847312,0,0.0,0.0
infection,shapley_game2,10,0.26382975501976186,0.4185695986929677,0.43117845117845155,-0.476190476190476,0.68,0.0547445255474453,0.38995632133911695,0.298910270173988,0.05931088700554155,0.34605422515423273,0,0.0014197610730868732,0.013806113803950026
katz,weighted_h_index,19,-0.2637197693860399,0.8171076697907107,-0.823780087819766,-0.901407474191645,0.951189731211342,0.330763653106031,-0.31889758535043394,-0.33299557310884487,0.09931526517370792,-0.33121474164145,0,0.002265881097509409,0.01112540882028501
shapley_game3,voterank_plus,18,0.26366925223143195,0.2956742143491006,0.283757270948916,-0.136788225776266,0.678656277108228,0.0316385998584166,0.3406997289363496,0.28595991094149725,0.36314983993345085,0.2551175615361085,0,0.004139415104069165,0.04192771786587701
second_order,stress,19,-0.2635929709145792,0.2635929709145792,-0.257416263897282,-0.444880001363719,-0.00384132680830751,0.00384132680830751,-0.363931099937738,-0.3239039745284266,-0.28392948536530704,-0.2673936907104054,0,0.0005226505104092716,0.002725742903328998
eccentricity,second_order,18,0.26328409583733703,0.293413558835631,0.31420285643998247,-0.22171978681558,0.545793258219247,0.0407206184557207,0.3148632091324581,0.2870663273978895,0.34554225170366293,0.2735309790843878,0,0.0008378489848298463,0.004051693507741927
closeness_vitality,clusterrank,13,-0.26293473018845864,0.26772985410858363,-0.233289920749135,-0.487903330739849,0.0311683054808123,0.0311683054808123,-0.36731765190454563,-0.16724976348837067,-0.3914391958063689,-0.26293473018845864,0,0.00010944799398892292,0.001422823921855998
bridging,within_module_z,17,0.2626573102151811,0.279082636552188,0.278416984062484,-0.0870556999600793,0.445362300096874,0.0525595739044794,0.34493133002104,0.2229922921406977,0.23218923496770058,0.2626573102151811,0,2.4955574251058178e-05,0.0003215419200209846
modularity_vitality,pagerank,19,-0.2625478505526068,0.2625478505526068,-0.237183491815939,-0.828078671210825,0.0,0.0,-0.3497049042847223,-0.6616504305450582,-0.3233137179145897,-0.23112947162715022,0,0.0006408402226252202,0.005856448988603047
degree_discount,voterank_plus,19,0.2622009348320581,0.26471919219796086,0.27027027027027,-0.0239234449760766,0.582582582582583,0.0239234449760766,0.35526345852649294,0.3552634585264929,0.13064744233014142,0.27306394973013537,0,0.0,0.0
neighborhood_connectivity,subgraph,19,-0.26203249302483045,0.37394581337277166,-0.306529282018237,-0.668707158238423,0.522486170797186,0.0975900072948533,-0.2975385209289342,-0.37514732238767107,0.01324765144826761,-0.28201152082036846,0,0.0009187495873242106,0.0040528079853209276
cross_clique,katz,19,-0.26180060213474154,0.7986400567400663,-0.778873470104969,-0.939955905822795,1.0,0.297267564592174,-0.3136584099872782,-0.2999334491792277,0.11914543632294826,-0.3319006355866716,1,0.00225445116702279,0.011696308796474986
entropy,wvoterank,5,-0.2617862464703219,0.2617862464703219,-0.227836496246252,-0.5266937266207,-0.0361550763031094,0.0361550763031094,-0.30506243619913087,-0.29388929495660604,-0.23291653022953335,-0.318194039012125,0,0.0,0.0
candidate_21,transitivity,13,-0.26169181416506787,0.26396699396178996,-0.266425132039661,-0.572703126179953,0.0147886686786935,0.0147886686786935,-0.3086133269962103,-0.4366555586894693,-0.2468830236045749,-0.26169181416506787,0,0.0005579579750618453,0.0017611899669399689
current_flow_betweenness,localized_bridging,19,0.26163049700421465,0.2889120112593864,0.202020202020202,-0.216818753634538,0.975900072948533,0.00824175824175824,0.32479971490843007,0.24598366775846595,0.4159594598236935,0.22194885389619695,0,0.0041356369957128505,0.029086181139835965
eccentricity,two_way_rw,13,-0.2615415520909774,0.3109618514875404,-0.355516289383415,-0.530761746973187,0.300556544889144,0.0206754011885155,-0.3065080365479786,-0.24674927532453805,-0.18790783299813796,-0.3083830601726542,0,0.0,0.0
eccentricity,enrenew,18,-0.2614614230401736,0.2614614230401736,-0.2841164633646935,-0.532870169256969,-0.0286887655274623,0.0286887655274623,-0.3162306105203874,-0.3113030450213366,-0.26698610760718844,-0.27515393230562724,0,0.0,0.0
dynamical_importance,extended_local_bridging,14,0.2613836973943309,0.2967777769989368,0.299431233619328,-0.207272727272727,0.622895622895623,0.0404858299595142,0.3181658817411313,0.2302309333209035,0.2102145862232505,0.266476288379302,0,0.0017294412269795029,0.014349074141166013
flow_coefficient,hindex_strength,18,0.261152120124117,0.261152120124117,0.226881820526876,0.0371130719940425,0.546734503028239,0.0371130719940425,0.3145391500895866,0.25811861683249243,0.2494561986790094,0.2699373390211245,0,0.0,0.0
flow_coefficient,lobby,18,0.261152120124117,0.261152120124117,0.226881820526876,0.0371130719940425,0.546734503028239,0.0371130719940425,0.3145391500895866,0.25811861683249243,0.2494561986790094,0.2699373390211245,0,0.0,0.0
local_efficiency,ncvoterank,18,-0.2608849731717715,0.28276171230031727,-0.26113938096411604,-0.633180483529139,0.196890652156912,0.0232810098589859,-0.3553469354068058,-0.21853662783284222,-0.20678376811334426,-0.274861676896053,0,9.736284106065375e-05,0.0009668761819489613
extended_local_bridging,extended_mixed_gravity,14,0.26059947990044113,0.2984458440625947,0.281873127525273,-0.137651821862348,0.63973063973064,0.100894205574765,0.31967318286385094,0.1869604696496886,0.18404134720610438,0.2656317464628053,0,0.0023318526059555706,0.032212945576804985
authority,extended_local_bridging,14,0.26044080446424955,0.29062956307406074,0.298255096003521,-0.207272727272727,0.622895622895623,0.00404858299595142,0.32324125454553276,0.1825350499126359,0.21142848872700826,0.2654608652238297,0,0.0010782023702267881,0.014349074141166013
extended_local_bridging,local_entropy,14,-0.2604331463934767,0.27134223730256757,-0.22881637840466051,-0.604078842872678,0.0763636363636363,0.0659340659340659,-0.3241631933746758,-0.15533345766579432,-0.2673474537997239,-0.26545261807068976,0,0.0002571625988234266,0.0023949375049549804
dynamics_sensitive,flow_coefficient,18,0.2603872691630886,0.2657179031664301,0.2651150270776955,-0.0479757060300742,0.551723386502016,0.043524496638406,0.3074690232887906,0.36280501452286357,0.2650457028967829,0.26709328435254787,0,0.0,0.0
bridging,local_entropy,19,-0.2601767282911233,0.2680815293637496,-0.22962962962963,-0.567818230144996,0.0618181818181818,0.013277428371768,-0.3208843099122589,-0.17240627139645978,-0.32709003124841785,-0.2637876568300909,0,9.798907869568163e-05,0.0012053388785729924
bridging,dynamics_sensitive,19,0.2601024999247887,0.27503072958986047,0.247174708513296,-0.141818181818182,0.62962962962963,0.0328441649196366,0.3276309759424238,0.20676154190065196,0.269199619079948,0.26370930466562653,0,3.0311313292259795e-05,0.00046563666404797477
bridging,spectralrank,19,0.2597577188303004,0.27621704897384103,0.244160382799719,-0.156363636363636,0.62962962962963,0.037037037037037,0.32758217346855345,0.20647045928458155,0.26795829352797884,0.26334536906588896,0,0.0005893880602267906,0.006618206273293986
