config_1,config_2,networks,mean_tau_b,mean_abs_tau_b,median_tau_b,min_tau_b,max_tau_b,min_abs_tau_b,mean_spearman,mean_pearson,domain_balanced_tau_b,mean_tau_without_kite,networks_abs_tau_ge_099,mean_raw_tie_sensitivity,max_raw_tie_sensitivity
average_distance,barycenter,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9763430438757793,-1.0,-1.0,19,0.0,0.0
average_distance,closeness,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9763430438757793,-1.0,-1.0,19,0.0,0.0
barycenter,closeness,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
dangalchev,decay,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
degree,expected_influence_1,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
dangalchev,generalized_closeness,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
decay,generalized_closeness,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
delta_closeness,gilschmidt,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
delta_closeness,harmonic,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0013468578906039995,0.009662062339713007
gilschmidt,harmonic,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0013468578906039995,0.009662062339713007
current_flow_closeness,information,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.006305898610662365,0.033908216920704004
average_distance,integration,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,19,0.011849160517256907,0.03971062245656698
barycenter,integration,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763430438757794,1.0,1.0,19,0.011849160517256907,0.03971062245656698
closeness,integration,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763430438757794,1.0,1.0,19,0.011849160517256907,0.03971062245656698
average_distance,lin,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9763430438757793,-1.0,-1.0,19,0.0,0.0
barycenter,lin,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
closeness,lin,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
integration,lin,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763430438757793,1.0,1.0,19,0.011849160517256907,0.03971062245656698
hindex_strength,lobby,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
coreness,local_hindex,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
bridging_coefficient,malatya,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.37936699111483446,-1.0,-1.0,19,0.0,0.0
degree,map_equation,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998628757408272,1.0,1.0,19,0.004564758766943581,0.030056974000940984
expected_influence_1,map_equation,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998628757408272,1.0,1.0,19,0.004564758766943581,0.030056974000940984
betweenness,percolation,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,5.3297815136527384e-05,0.0010126584875940203
alpha,power,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,0.019067981478159444,0.31324055077515
average_distance,radiality,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,19,0.0,0.0
barycenter,radiality,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763430438757792,1.0,1.0,19,0.0,0.0
closeness,radiality,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763430438757792,1.0,1.0,19,0.0,0.0
integration,radiality,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.011849160517256907,0.03971062245656698
lin,radiality,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763430438757792,1.0,1.0,19,0.0,0.0
current_flow_closeness,random_walk,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.005805180258900422,0.033908216920704004
information,random_walk,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.004984380012658002,0.024239461619075975
delta_closeness,reaching_local,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0013479278360739005,0.009662062339713007
gilschmidt,reaching_local,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0013479278360739005,0.009662062339713007
harmonic,reaching_local,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,1.7328523673894386e-05,0.0001747182681279824
lac,redundancy,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,0.0,0.0
dangalchev,residual_closeness,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
decay,residual_closeness,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
generalized_closeness,residual_closeness,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
coreness,s_core,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
local_hindex,s_core,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
current_flow_closeness,spanning_tree,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9133657624321435,1.0,1.0,19,0.006825165381892268,0.022474780092320956
information,spanning_tree,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9133657624321435,1.0,1.0,19,0.005400464450630518,0.024356346263830986
random_walk,spanning_tree,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9133657624321434,1.0,1.0,19,0.0052582914858115256,0.024239461619075975
degree,strength,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
expected_influence_1,strength,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
map_equation,strength,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998628757408272,1.0,1.0,19,0.004564758766943581,0.030056974000940984
coreness,weighted_kshell,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
local_hindex,weighted_kshell,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
s_core,weighted_kshell,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
average_distance,wiener,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,0.0,0.0
barycenter,wiener,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9763430438757794,-1.0,-1.0,19,0.0,0.0
closeness,wiener,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9763430438757794,-1.0,-1.0,19,0.0,0.0
integration,wiener,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,19,0.011849160517256907,0.03971062245656698
lin,wiener,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9763430438757793,-1.0,-1.0,19,0.0,0.0
radiality,wiener,19,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,19,0.0,0.0
flow_coefficient,transitivity,13,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,13,0.0005205788463318317,0.0022718696519850035
communicability,eigenvector,19,0.9972771446456431,0.9972771446456431,1.0,0.980952380952381,1.0,0.980952380952381,0.9996625999646948,0.9997896578381755,0.9946051379387163,0.9971258749037344,16,0.002938745193017681,0.01356761299628595
mnc,support,18,0.9956629523233398,0.9956629523233398,1.0,0.962025953423357,1.0,0.962025953423357,0.9986630748279859,0.9956916849788392,0.9922682825976683,0.9954078318717715,15,0.0,0.0
authority,eigenvector,19,0.9955252503728957,0.9955252503728957,1.0,0.91497975708502,1.0,0.91497975708502,0.9991314920965781,0.9986937868789527,0.98582995951417,0.99527665317139,18,0.006905581712107207,0.08888888888888902
diffusion,expected_influence_2,19,0.9951499098559341,0.9951499098559341,0.997681260954163,0.977873101840337,1.0,0.977873101840337,0.9991648176819722,0.9995599931878064,0.9957089977889253,0.994880460403486,17,0.0,0.0
eigenvector,hub,19,0.995099083741743,0.995099083741743,1.0,0.906882591093117,1.0,0.906882591093117,0.9989191901646305,0.9988866392447233,0.9844804318488528,0.9948268106162843,18,0.007996979384270792,0.08888888888888902
expected,expected_influence_2,19,0.9948433877003641,0.9948433877003641,0.99545129692703,0.984709545231149,1.0,0.984709545231149,0.9992896507453862,0.9993538642846175,0.9962229699675529,0.9945569092392732,18,0.0,0.0
authority,communicability,19,0.9928023950185388,0.9928023950185388,1.0,0.902834008097166,1.0,0.902834008097166,0.998736191534378,0.9984580301690039,0.9804350974528864,0.9924025280751244,16,0.006108972642897945,0.08888888888888902
communicability,hub,19,0.9928023950185388,0.9928023950185388,1.0,0.902834008097166,1.0,0.902834008097166,0.9986975911831149,0.9987006613025462,0.9804350974528864,0.9924025280751244,16,0.007650212000987582,0.08888888888888902
authority,hub,19,0.9906243341146388,0.9906243341146388,1.0,0.821862348178138,1.0,0.821862348178138,0.9966224692644703,0.9952239022492051,0.970310391363023,0.9901034637876743,18,0.006977895388098419,0.08888888888888902
betweenness,load,19,0.9904091374325357,0.9904091374325357,0.993957703927492,0.941605839416058,1.0,0.941605839416058,0.9987252578355047,0.9998166724329335,0.9896070888128626,0.9898763117343432,14,0.00036450264236741995,0.001999655090291985
load,percolation,19,0.9904091374325357,0.9904091374325357,0.993957703927492,0.941605839416058,1.0,0.941605839416058,0.9987252578355047,0.9998166724329335,0.9896070888128626,0.9898763117343432,14,0.0003119067978007866,0.001881469211317044
dynamics_sensitive,spectralrank,19,0.9899618800189326,0.9899618800189326,0.9958071278826,0.952941176470588,1.0,0.952941176470588,0.9986583735854213,0.9992745805449198,0.9870410378205906,0.9894042066866511,12,0.0025068366325468458,0.033908216920704004
diffusion_centrality,ninl,19,0.9889121755567603,0.9889121755567603,0.992727272727273,0.958460471674174,1.0,0.958460471674174,0.9986471598596123,0.9994562943393758,0.9849067190892604,0.9882961853099136,12,0.0,0.0
delta_betweenness,length_scaled_betweenness,19,0.9888463074766044,0.9888463074766044,0.987878787878788,0.972936400541272,1.0,0.972936400541272,0.9985146020520118,0.9994703987868186,0.9858175502766395,0.988925497730495,9,0.0007140592996254188,0.012579117093424963
diffusion,expected,19,0.9886219866533572,0.9886219866533572,0.9931690619319,0.946214997356889,1.0,0.946214997356889,0.9980118547527909,0.9978511223605347,0.9910730416702535,0.9879898748007659,11,0.0,0.0
bridging_capital,candidate_21,14,0.9885747075515352,0.9885747075515352,0.990300906500292,0.9523873417766,1.0,0.9523873417766,0.9979261720435777,0.9975639973679524,0.9916492207115661,0.9876958389016534,7,0.0,0.0
dynamical_importance,eigenvector,14,0.9880287737657224,0.9880287737657224,0.9908835764045509,0.942857142857143,1.0,0.942857142857143,0.9979014820966104,0.9556107898851087,0.984262279385463,0.9871079102092395,7,0.009794864655240496,0.08888888888888902
expected_force,laplacian,19,0.9872894521282685,0.9872894521282685,0.98811212971594,0.96739738286392,1.0,0.96739738286392,0.998204467934673,0.9128402459958336,0.987682205010379,0.986583310579839,9,0.0,0.0
betweenness,length_scaled_betweenness,19,0.9870042920573587,0.9870042920573587,0.993957703927492,0.934306569343066,1.0,0.934306569343066,0.9980002289303672,0.9987824912590327,0.9857984107996457,0.9862823082827675,12,0.000212651097897739,0.004040370860057041
length_scaled_betweenness,percolation,19,0.9870042920573587,0.9870042920573587,0.993957703927492,0.934306569343066,1.0,0.934306569343066,0.9980002289303672,0.9987824912590326,0.9857984107996457,0.9862823082827675,12,5.3081596819528154e-05,0.001008550339571035
current_flow_closeness,markov,19,0.9865482299808437,0.9865482299808437,0.992592592592593,0.904761904761905,1.0,0.904761904761905,0.9970074562380454,0.9047128133167931,0.9734580578024176,0.9910919147152292,12,0.00807123359475836,0.063635552748321
information,markov,19,0.9865482299808437,0.9865482299808437,0.992592592592593,0.904761904761905,1.0,0.904761904761905,0.9970074562380454,0.9047128133167931,0.9734580578024176,0.9910919147152292,12,0.0058304231539047895,0.021465339435927988
markov,random_walk,19,0.9865482299808437,0.9865482299808437,0.992592592592593,0.904761904761905,1.0,0.904761904761905,0.9970074562380454,0.9047128133167931,0.9734580578024176,0.9910919147152292,12,0.001507385472523475,0.010582374625383029
markov,spanning_tree,19,0.9865482299808437,0.9865482299808437,0.992592592592593,0.904761904761905,1.0,0.904761904761905,0.9970074562380454,0.9988489359217831,0.9734580578024176,0.9910919147152292,12,0.006281590215351118,0.02325425106401602
betweenness,candidate_18,19,0.9864053826526237,0.9864053826526237,1.0,0.913717355809759,1.0,0.913717355809759,0.9970892419203424,0.9971854938839303,0.9741514664100219,0.9884279039111028,12,0.00029418596235168025,0.005474563382160014
candidate_18,percolation,19,0.9864053826526237,0.9864053826526237,1.0,0.913717355809759,1.0,0.913717355809759,0.9970892419203424,0.9971854938839302,0.9741514664100219,0.9884279039111028,12,0.00033840567354926385,0.005474563382160014
communicability,dynamical_importance,14,0.9863201565683835,0.9863201565683835,0.992659932659933,0.923809523809524,1.0,0.923809523809524,0.9975513603009135,0.9555592615552874,0.9790267079393653,0.9852678609197976,8,0.010096750056849648,0.08888888888888902
delta_betweenness,proximal_betweenness,19,0.985919049584813,0.985919049584813,1.0,0.886146946198208,1.0,0.886146946198208,0.9963990932519903,0.9979751476406015,0.9686516193054882,0.9914619442174022,15,0.0007291080948311592,0.013853053801792026
bridging_capital,expected_force,14,0.9854765049139348,0.9854765049139348,0.9907837989061801,0.95065415136527,1.0,0.95065415136527,0.997325384822906,0.8912685918156108,0.9822487565943147,0.9843593129842375,8,0.0,0.0
length_scaled_betweenness,load,19,0.9853475500036568,0.9853475500036568,0.991089108910891,0.934306569343066,1.0,0.934306569343066,0.9979510506122188,0.9985908356966041,0.9831825138727561,0.9845335250038599,11,0.000363547408058738,0.0020078672261870656
graph_regularization,markov,19,0.9837232244942918,0.9837232244942918,0.992255566311713,0.926675977653631,1.0,0.926675977653631,0.9973531393016607,0.9819944539852445,0.9730328487508122,0.9828189591884191,11,0.006824213004494685,0.037963071230168066
authority,dynamical_importance,14,0.9836910062700602,0.9836910062700602,0.9908835764045509,0.923076923076923,1.0,0.923076923076923,0.9970109168496095,0.95222041825978,0.9690800931506452,0.9824364682908341,7,0.001889563246010219,0.007826775491907023
dangalchev,delta_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
decay,delta_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
delta_closeness,generalized_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
dangalchev,gilschmidt,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
decay,gilschmidt,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
generalized_closeness,gilschmidt,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
dangalchev,harmonic,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111509,0.9652701521232521,0.9868111694114946,10,0.0014698890999656343,0.008535273510124952
decay,harmonic,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111509,0.9652701521232521,0.9868111694114946,10,0.0014698890999656343,0.008535273510124952
generalized_closeness,harmonic,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111509,0.9652701521232521,0.9868111694114946,10,0.0014698890999656343,0.008535273510124952
dangalchev,reaching_local,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0014184419615451051,0.008535273510124952
decay,reaching_local,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0014184419615451051,0.008535273510124952
generalized_closeness,reaching_local,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0014184419615451051,0.008535273510124952
delta_closeness,residual_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
gilschmidt,residual_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0008979293805635212,0.004735575534659975
harmonic,residual_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111509,0.9652701521232521,0.9868111694114946,10,0.0014698890999656343,0.008535273510124952
reaching_local,residual_closeness,19,0.9824927870615162,0.9824927870615162,0.992395437262357,0.904761904761905,1.0,0.904761904761905,0.9960671315981715,0.9975009104111507,0.9652701521232521,0.9868111694114946,10,0.0014184419615451051,0.008535273510124952
candidate_21,laplacian,19,0.9824037220060807,0.9824037220060807,0.984836017657171,0.939672502620723,1.0,0.939672502620723,0.9969838291160875,0.9951503603427247,0.9768157166111346,0.9814261510064186,9,0.0,0.0
expected,semilocal,19,0.982295743171499,0.982295743171499,0.994530496812898,0.901334142010982,1.0,0.901334142010982,0.9966091031672812,0.9978118199867374,0.96282525743081,0.9813121733476934,13,0.0,0.0
expected,x_degree,19,0.9820291831769413,0.9820291831769413,0.991840406653682,0.8723571239802,0.999515855696629,0.8723571239802,0.9958982384159109,0.9665893941480305,0.973382760141021,0.9816961644612517,13,0.0,0.0
candidate_21,expected_force,19,0.9818853586012616,0.9818853586012616,0.989458953426108,0.936016189380954,1.0,0.936016189380954,0.9968051966248792,0.8755048607187841,0.9789466082023912,0.9808789896346649,9,0.0,0.0
dynamical_importance,hub,14,0.9813775302723737,0.9813775302723737,0.9908835764045509,0.890688259109312,1.0,0.890688259109312,0.9960679654116086,0.9557241077189934,0.9609829271587425,0.9799450326010178,7,0.009178681719548085,0.08888888888888902
controlrank,current_flow_closeness,14,0.9808482517094429,0.9808482517094429,1.0,0.857142857142857,1.0,0.857142857142857,0.992816271850721,0.9230967046742186,0.9509802388108528,0.990364051291488,10,0.008102917051673717,0.03492063492063502
controlrank,information,14,0.9808482517094429,0.9808482517094429,1.0,0.857142857142857,1.0,0.857142857142857,0.992816271850721,0.9230967046742186,0.9509802388108528,0.990364051291488,10,0.0056910840086688485,0.029064185932031972
controlrank,random_walk,14,0.9808482517094429,0.9808482517094429,1.0,0.857142857142857,1.0,0.857142857142857,0.992816271850721,0.9230967046742184,0.9509802388108528,0.990364051291488,10,0.005644427613232076,0.029064185932031972
controlrank,spanning_tree,14,0.9808482517094429,0.9808482517094429,1.0,0.857142857142857,1.0,0.857142857142857,0.992816271850721,0.9944434478219978,0.9509802388108528,0.990364051291488,10,0.007559787407486219,0.061482794427304976
length_scaled_betweenness,proximal_betweenness,19,0.9807919014779259,0.9807919014779259,0.987878787878788,0.9,1.0,0.9,0.9956145233075415,0.9970485532597143,0.9688123026047856,0.9852803404489219,9,5.005454038173172e-05,0.0009510362672529027
current_flow_closeness,graph_regularization,19,0.9805691171136107,0.9805691171136107,0.993993993993994,0.904761904761905,1.0,0.904761904761905,0.9955102121149073,0.9593723696258908,0.9581530969743677,0.9847806289109277,11,0.006284538113545626,0.030678862928255946
graph_regularization,information,19,0.9805691171136107,0.9805691171136107,0.993993993993994,0.904761904761905,1.0,0.904761904761905,0.9955102121149073,0.9593723696258907,0.9581530969743677,0.9847806289109277,11,0.006671834862881634,0.03314650677789399
graph_regularization,random_walk,19,0.9805691171136107,0.9805691171136107,0.993993993993994,0.904761904761905,1.0,0.904761904761905,0.9955102121149073,0.9593723696258908,0.9581530969743677,0.9847806289109277,11,0.005529423723237311,0.03811093855116798
graph_regularization,spanning_tree,19,0.9805691171136107,0.9805691171136107,0.993993993993994,0.904761904761905,1.0,0.904761904761905,0.9955102121149073,0.9845702806084405,0.9581530969743677,0.9847806289109277,11,0.006825989120266271,0.036717935349322994
bridging_capital,laplacian,14,0.9790054266031137,0.9790054266031137,0.9752039934321155,0.94312085366829,1.0,0.94312085366829,0.9959383459170837,0.9964084672557222,0.9796610675142795,0.9773904594187379,5,0.0,0.0
candidate_18,length_scaled_betweenness,19,0.9788952952121583,0.9788952952121583,0.990319457889642,0.877551020408163,1.0,0.877551020408163,0.9956475572416857,0.9987154608609612,0.9728933063727301,0.9805005893906116,10,0.00044132368873368925,0.004443324856616027
candidate_18,load,19,0.9788612057286283,0.9788612057286283,0.992727272727273,0.893412525680653,1.0,0.893412525680653,0.9959217451047061,0.9970180117811688,0.967487613759563,0.9804646060468855,11,0.0006537264292254249,0.005577373309246014
cda,diffusion,19,0.9786377961737521,0.9786377961737521,0.987196156117453,0.931775653366125,1.0,0.931775653366125,0.996110153705114,0.9984461083760934,0.9812496123320905,0.9774510070722939,8,0.0,0.0
eigenvector,subgraph,19,0.9785440381525604,0.9785440381525604,1.0,0.866666666666667,1.0,0.866666666666667,0.9939485468076231,0.9650024163371599,0.963495749077991,0.9773520402721471,13,0.003915044230349058,0.02010805174181396
communicability,subgraph,19,0.9783493151527026,0.9783493151527026,1.0,0.847619047619048,1.0,0.847619047619048,0.9939122685501748,0.9656821620314078,0.9661066394726213,0.9771464993278527,13,0.001232504500899056,0.0056328863710419785
candidate_14,modified_expected_force,19,0.9776184704514636,0.9776184704514636,0.975708502024291,0.934545454545454,1.0,0.934545454545454,0.995942606222275,0.9460437961780297,0.9754918339918416,0.9763750521432115,5,0.0,0.0
hub,subgraph,19,0.9774786215746785,0.9774786215746785,1.0,0.866666666666667,1.0,0.866666666666667,0.9938134455782021,0.9651761712677244,0.9601219299146981,0.9762274338843828,13,0.00808990686303669,0.08888888888888902
expected_influence_2,semilocal,19,0.9773214109278119,0.9773214109278119,0.98736748330532,0.896553568528343,1.0,0.896553568528343,0.9959713374992618,0.9964597428095374,0.9591766182182822,0.9760614893126903,8,0.0,0.0
delta_closeness,harary,19,0.9771400416289225,0.9771400416289225,0.995286698034926,0.905277930167794,1.0,0.905277930167794,0.9950385257483804,0.9958022129235087,0.9582195495759054,0.9758700439416405,11,0.0038194551543110004,0.026291740365677052
gilschmidt,harary,19,0.9771400416289225,0.9771400416289225,0.995286698034926,0.905277930167794,1.0,0.905277930167794,0.9950385257483804,0.9958022129235087,0.9582195495759054,0.9758700439416405,11,0.0038194551543110004,0.026291740365677052
harary,harmonic,19,0.9771400416289225,0.9771400416289225,0.995286698034926,0.905277930167794,1.0,0.905277930167794,0.9950385257483804,0.9958022129235088,0.9582195495759054,0.9758700439416405,11,0.003123352956872418,0.030054246098897064
harary,reaching_local,19,0.9771400416289225,0.9771400416289225,0.995286698034926,0.905277930167794,1.0,0.905277930167794,0.9950385257483804,0.9958022129235087,0.9582195495759054,0.9758700439416405,11,0.0031249711168695195,0.030054246098897064
betweenness,delta_betweenness,19,0.9753365498985355,0.9753365498985355,0.986447241045499,0.912408759124088,1.0,0.912408759124088,0.9956097724565289,0.9966765809891509,0.9710733531277784,0.9746651980647555,6,0.0007138430813084197,0.012579117093424963
delta_betweenness,percolation,19,0.9753365498985355,0.9753365498985355,0.986447241045499,0.912408759124088,1.0,0.912408759124088,0.9956097724565289,0.9966765809891509,0.9710733531277784,0.9746651980647555,6,0.0006620587943907875,0.012579117093424963
diffusion_centrality,spectralrank,19,0.9751442903787022,0.9751442903787022,0.977777777777778,0.92237481385918,1.0,0.92237481385918,0.9956980072587713,0.9986631853567853,0.9728836434892378,0.9737634176219634,4,0.00248881617155999,0.033908216920704004
candidate_18,delta_betweenness,19,0.9747236416420966,0.9747236416420966,0.986447241045499,0.893412525680653,1.0,0.893412525680653,0.9953129729109361,0.9983151865205016,0.9735350433497614,0.9740182393496255,7,0.002789725387507792,0.03742088290657508
delta_betweenness,load,19,0.9745275944937023,0.9745275944937023,0.984511132623427,0.912408759124088,1.0,0.912408759124088,0.995819479522073,0.9964791090446029,0.9702520272182396,0.9738113006929872,5,0.0009719294852532586,0.012579117093424963
expected,extended_coreness,19,0.9742070842870427,0.9742070842870427,0.98301043730383,0.923025127124112,1.0,0.923025127124112,0.9956814807647085,0.9968462397504974,0.9640405404432582,0.9727741445252118,7,0.0,0.0
authority,subgraph,19,0.9740692885254562,0.9740692885254562,1.0,0.854251012145749,1.0,0.854251012145749,0.9926168346890429,0.9623689552959029,0.949325708592161,0.9726286934435371,13,0.007179292914015476,0.08888888888888902
bridging_capital,candidate_14,14,0.9737839111658397,0.9737839111658397,0.990145225191478,0.880949896322612,1.0,0.880949896322612,0.9919547473083656,0.9962830192198353,0.9756809096424671,0.9717672889478275,7,0.0,0.0
expected_influence_2,x_degree,19,0.9737117438378287,0.9737117438378287,0.985743608013656,0.863846119250569,0.999515855696629,0.863846119250569,0.9946279000307034,0.9689088774027249,0.967761272549769,0.972916645158855,3,0.0,0.0
bridging_capital,linerank,14,0.9732202628755895,0.9732202628755895,0.9749861800827895,0.904761904761905,1.0,0.904761904761905,0.9941861197049652,0.9987327468488417,0.9592475492359553,0.978486290422796,4,0.004883092782005708,0.030678862928255946
diffusion,semilocal,19,0.9729729371181988,0.9729729371181988,0.981599710198066,0.892073678012856,1.0,0.892073678012856,0.9949980296668405,0.9943667349304707,0.956404436967494,0.9714714336247654,5,0.0,0.0
eigenvector,nonbacktracking,19,0.9728596145888244,0.9728596145888244,0.990990990990991,0.746420027292179,1.0,0.746420027292179,0.9914394672823239,0.993126828061179,0.9680751785637646,0.9713518153993147,11,0.007752419544998787,0.10106685004900995
expected_influence_2,extended_coreness,19,0.9725546539078479,0.9725546539078479,0.983434850208902,0.92071259545759,1.0,0.92071259545759,0.995249913452516,0.9973672950162272,0.9610032438762411,0.9710299124582839,6,0.0,0.0
